config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what circuit court is maryland,The Circuit Courts of Maryland are the state trial courts of general jurisdiction in Maryland.,"Maryland is divided into eight judicial circuits, each of which includes two or more counties, with the exception of the Eighth Circuit, which consists solely of Baltimore City. Each of these circuits has its own Circuit Court. The Circuit Courts of Maryland are the state's trial courts of general jurisdiction and serve as the highest courts of record in the state for original jurisdiction in civil and criminal matters. They handle a wide range of cases, including divorce, family law, and cases ",2.042688250000083,3.1601653870002337,0,0,0.9166666666666666,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5782565103867443,0.21875,0.08647197994193251,0.485573476702509,0.9467307329177856,0.9870907068252563,0.9664895518514715
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,What happened during the Starving Time in Jamestown?,There is scientific evidence that the settlers at Jamestown had turned to cannibalism during the starving time.,"The provided context does not mention or provide information about the Starving Time in Jamestown. Therefore, it is not possible to answer the question based on the given context.",1.2568123380001452,1.2626624800000172,0,0,1.0,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.70423496348733,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,how many members are in the house of representatives,The total number of voting representatives is fixed by law at 435.,"The United States House of Representatives has 435 voting members. This number has been fixed since 1911 pursuant to the Apportionment Act of 1911 and was later reinforced by the Reapportionment Act of 1929. The number was temporarily increased to 437 in 1959 when Alaska and Hawaii were admitted to the Union, but it returned to 435 in 1963 after reapportionment following the 1960 census. In addition to these voting members, there are five non-voting delegates representing the District of Columbi",2.1199815270001636,3.0252052710002317,0,0,0.8571428571428571,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6433506087671402,0.11214953271028039,0.0,0.3109605911330049,0.9477253556251526,0.9768906235694885,0.9620870071095255
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,Where Elephants Live,"Elephants are scattered throughout sub-Saharan Africa , and South and Southeast Asia .","The provided context does not contain any information about where elephants live. Therefore, it is not possible to answer the question based on the given context.",1.1565899319998607,1.1614354519997505,0,0,1.0,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.7235408601078903,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,WHAT IS A FY QUARTER,"A fiscal year (or financial year, or sometimes budget year) is a period used for calculating annual (""yearly"") financial statements in businesses and other organizations.","The provided context does not contain information about fiscal quarters (FY quarters). Therefore, I cannot provide an answer based on the given context.",1.17090101399981,1.1754467629998544,0,0,0.6666666666666666,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.7170013936861999,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what is homebrew for wii,"In more general terms, Wii Homebrew refers to the use of the Wii 's hardware, accessories and software for purposes outside those intended by the manufacturer.","Homebrew for the Wii refers to unofficial software or applications developed by enthusiasts and independent programmers that are not officially sanctioned by Nintendo. These applications can include games, tools, media players, and other utilities that extend the functionality of the Wii console beyond what is provided by official software. 

On the Wii, homebrew applications are typically run through the **Homebrew Channel**, a custom application that allows users to launch these unofficial pro",1.8465291219999926,3.730053723999845,0,0,0.4,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6026023358014256,0.10404624277456648,0.0,0.34448818897637795,0.9447986483573914,0.9648483991622925,0.9547182706692614
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,Who was Daniel J Daly?,"Sergeant Major Daniel Joseph ""Dan"" Daly (November 11, 1873 – April 27, 1937) was a United States Marine and one of only nineteen men (including seven Marines) to have received the Medal of Honor twice","The provided context does not mention Daniel J. Daly, so no information can be given about him based on the given text.",1.0561540469998363,1.060488781999993,0,0,1.0,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6544069832947453,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,when did marlins start,The Miami Marlins began play in the 1993 season as the Florida Marlins.,"The Florida Marlins, now known as the Miami Marlins, started as a Major League Baseball team in 1993. They were established as an expansion team and began play in the 1993 season.",1.6767714860002343,1.6841741210000691,0,0,0.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5147107423090049,0.4,0.22818980286180746,0.8295937413128947,0.9755647778511047,0.9916512966156006,0.9835422650771266
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what is the ingredient in mustard,"Mustard (or yellow sauce) is a condiment made from the seeds of a mustard plant (white or yellow mustard, Sinapis hirta ; brown or Indian mustard, Brassica juncea ; or black mustard, B. nigra ).","The primary ingredient in mustard is the seeds of the mustard plant, which can be white/yellow mustard (Sinapis alba), brown mustard (Brassica juncea), or black mustard (Brassica nigra). These whole, ground, cracked, or bruised mustard seeds are mixed with liquids such as water, vinegar, lemon juice, wine, or other acidic substances. Additional ingredients often include salt and various flavorings or spices to create a paste or sauce. The taste of mustard can range from sweet to spicy, depending",1.9876885170001515,2.6086211730003015,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.686825847809166,0.28813559322033894,0.08834799792001209,0.5594502795103262,0.9595677256584167,0.9775679111480713,0.9684841880493582
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what were 3 important things that douglas MacArthur did?,"He officially accepted Japan's surrender on 2 September 1945, and oversaw the occupation of Japan from 1945 to 1951.","The provided context does not mention Douglas MacArthur or any of his accomplishments. Therefore, based on the given information, it is not possible to answer the question about three important things that Douglas MacArthur did.",1.5725436570000966,1.5794947489998776,0,0,1.0,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5605692706397151,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what is active learning strategies,Active learning is an umbrella term that refers to several models of instruction that focus the responsibility of learning on learners.,"Active learning strategies are educational approaches that involve students in the learning process through active participation rather than passive listening. These strategies emphasize learner-centered activities that require students to engage in tasks such as reading, writing, discussing, problem-solving, and reflecting on their learning. The goal is to enhance higher-order thinking skills, including analysis, synthesis, and evaluation, while promoting deeper understanding and content master",1.9840619520000473,5.7817612550002195,0,0,0.6666666666666666,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6944242352472905,0.05904059040590406,0.0,0.18194996140740596,0.9385695457458496,0.9601104259490967,0.9492177931855059
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what is the formula for calcium nitrate,"Calcium nitrate, also called Norgessalpeter (Norwegian saltpeter), is the inorganic compound with the formula Ca(NO3)2.","The formula for calcium nitrate is Ca(NO₃)₂. It can also exist in hydrated forms, such as the tetrahydrate Ca(NO₃)₂·4H₂O.",1.4804786100003184,1.4873010440001053,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6443231705660505,0.23529411764705882,0.0,0.41213888152663664,0.9461618065834045,0.9668121337890625,0.9563755112675569
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,how long to take iwo jima,"The Battle of Iwo Jima (19 February – 26 March 1945), or Operation Detachment, was a major battle in which the United States Armed Forces fought for and captured the island of Iwo Jima from the Japane","The Battle of Iwo Jima, which began on 19 February 1945, lasted approximately five weeks. U.S. forces fully secured the island by 23 March 1945. The battle was marked by intense fighting and heavy casualties on both sides due to the heavily fortified Japanese defenses.",2.074406892999832,2.0863784150001266,0,0,0.6666666666666666,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5081171435136942,0.3132530120481927,0.12222357675481307,0.46486575475817254,0.96515953540802,0.9731847643852234,0.9691555366715762
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what species is a spider,Spiders ( order Araneae) are air-breathing arthropods that have eight legs and chelicerae with fangs that inject venom .,"A spider is any species belonging to the order Araneae. These species are characterized by having eight legs, chelicerae with fangs that can inject venom, and spinnerets that extrude silk. As of August 2022, 50,356 spider species have been recorded, grouped into 132 families and 4,280 genera. Spiders are found worldwide on every continent except Antarctica and are distinguished from other arachnids by features such as spinnerets and, in males, pedipalps adapted for sperm transfer. Examples of sp",1.984433312999954,3.3188454149999416,0,0,0.9375,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.7021108623734935,0.18803418803418803,0.03718860393009979,0.562758014931928,0.9479109644889832,0.9765774607658386,0.9620307096522808
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,how is whooping cough distinguished from similar diseases,"Symptoms are initially mild, and then develop into severe coughing fits, which produce the namesake high-pitched ""whoop"" sound in infected babies and children when they inhale air after coughing.","Whooping cough (pertussis) is distinguished from similar diseases by its characteristic symptoms and clinical features. The illness typically begins with mild respiratory symptoms such as a runny nose, sneezing, and a mild cough (known as the catarrhal stage). After one to two weeks, the cough progresses into severe, uncontrollable fits, often followed by a high-pitched ""whoop"" sound as the person inhales. This ""whoop"" is a key distinguishing feature of pertussis.

Other distinguishing signs inc",1.8887655789999371,6.103155218999746,0,0,0.8,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.639615471718967,0.09022556390977443,0.0,0.28133294423368216,0.9406898617744446,0.9662631154060364,0.953305013124109
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,who wrote the song for star wars,"The music of Star Wars consists of the scores written for all six Star Wars films by composer John Williams from 1977 to 1983 for the Original Trilogy , and 1999 to 2005 for the Prequel Trilogy .","The music for the primary Star Wars films was composed by John Williams. He wrote the scores for nine feature films in the franchise and created a suite and several cues of thematic material for *Solo*, as well as the theme music for the Galaxy's Edge Theme Park. Additionally, other composers have contributed music to various spin-off movies, television series, and other media within the Star Wars universe, including Kevin Kiner, Ludwig Göransson, Natalie Holt, Nicholas Britell, and Ryan Shore.",2.0065190430000257,2.485331349000262,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6020291944513539,0.24137931034482757,0.0,0.49173794930513465,0.9590787291526794,0.9696294665336609,0.964325239652094
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,who are the members of the climax blues band?,"The original members were guitarist/vocalist Peter Haycock , guitarist Derek Holt; keyboardist Arthur Wood; bassist Richard Jones; drummer George Newsome; and lead vocalist and saxophonist Colin Coope","The Climax Blues Band has had several changes in its lineup over the years. Originally formed in 1967, the band included Colin Cooper (vocalist and harmonica player), Pete Haycock (guitarist and vocalist), Derek Holt (guitarist), Richard Jones (bassist and keyboardist), George Newsome (drummer), and Arthur Wood (keyboardist). 

In 1985, the lineup changed with the recruitment of guitarist Lester Hunt, drummer Roy Adams, and original member Derek Holt for the album *Drastic Steps*. By the early 1",2.1291810430002442,4.672090816000036,0,0,1.0,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5852434535121731,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,how many players on a side for a football game,"It is played by two teams, eleven players to a side, who advance an oval ball over a rectangular field that is 120 yards long by 53.3 yards wide and has goalposts at both ends.","In a football game, there are 11 players on each side on the field at the same time. Each team consists of 11 players who participate in plays, with specific roles such as offensive players, defensive players, and special teams players. The game is played between two teams, and each team fields 11 players during gameplay.",1.8976036460003343,1.9291571900002964,0,0,0.2,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.642447603991656,0.10989010989010989,0.0,0.21529928047938332,0.9559115171432495,0.9600895047187805,0.9579959557194097
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what is the latest season of psych,"Psych began its seventh season on February 27, 2013.","The latest season of *Psych* is the eighth season, which was confirmed to be the final season on February 5, 2014. The series finale aired on March 26, 2014. Additionally, following the series' conclusion, several TV films were produced, including *Psych: The Movie* (2017), *Psych 2: Lassie Come Home* (2020), and *Psych 3: This Is Gus* (2021). These films serve as continuations of the series but are not part of a new season.",1.8772377919999599,2.879096686000139,0,0,0.7777777777777778,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5681556161980071,0.07317073170731707,0.0,0.16594516594516595,0.9503501653671265,0.9716668725013733,0.9608903092633431
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,who played the lead roles in the movie leaving las vegas,Nicolas Cage stars as a suicidal alcoholic who has ended his personal and professional life to drink himself to death in Las Vegas .,"In the movie *Leaving Las Vegas*, the lead roles were played by Nicolas Cage and Elisabeth Shue. Nicolas Cage portrayed the suicidal alcoholic character, while Elisabeth Shue played the sex worker with whom his character develops a romantic relationship.",1.6668294900000546,1.675045140000293,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5675692842230422,0.16129032258064516,0.0,0.3116531165311653,0.9577471017837524,0.9700198173522949,0.9638443937593071
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,how did women's role change during the war,"Whether it was on the home front or the front-lines, for civilian or enlisted women, the World Wars started a new era for women's opportunities to contribute in war and be recognized for efforts outsi","During World War II, women's roles underwent significant changes compared to their roles during World War I. In World War I, women primarily served as nurses and homefront workers, but by World War II, their involvement expanded as they took on more active roles in both the military and civilian sectors. The shortage of male recruits forced the military to establish female branches in 1941 and 1942, allowing women to enter roles traditionally reserved for men. Women worked in industries such as ",1.8145590459998857,4.149493464999978,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.7067274903605534,0.10426540284360189,0.0,0.22186893203883498,0.9493062496185303,0.9683806896209717,0.9587486068311586
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,who has brad pitt dated,"Following a high-profile relationship with actress Gwyneth Paltrow , Pitt was married to actress Jennifer Aniston for five years.","Brad Pitt has dated several individuals throughout his life, including:

1. **Robin Givens** – He was involved with her during the filming of *Head of the Class* in the late 1980s.
2. **Jill Schoelen** – He dated her during the filming of *Cutting Class*.
3. **Juliette Lewis** – He was involved with her during the filming of *Too Young to Die?* and *Kalifornia*.
4. **Gwyneth Paltrow** – He had a much-publicized romance and engagement with her, dating from 1994 to 1997.
5. **Jennifer Aniston** – ",1.9990259149999474,5.063350385999911,0,0,0.6666666666666666,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5263324137702995,0.03592814371257485,0.0,0.09646302250803857,0.9464540481567383,0.9733625650405884,0.9597197291387354
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what is the erb/heart,"In cardiology, Erb's point refers to the third intercostal space on the left sternal border where S2 is best auscultated .","The term ""erb/heart"" is not explicitly defined or discussed in the provided context. However, based on the context, it might be a typographical or interpretational error. If referring to ""Erb's point"" or ""Erb's point auscultation,"" it is a location on the body used in heart auscultation, typically near the second intercostal space at the right sternal border. This is not mentioned in the context provided. If referring to a specific condition or relationship between the heart and another structur",2.085986026000228,3.119289704000039,0,0,0.4444444444444444,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5067394120788354,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,who makes skittles?,"Skittles is a brand of fruit-flavoured sweets , currently produced and marketed by the Wm. Wrigley Jr. Company , a division of Mars, Inc.","Skittles are made by the British company that was originally known as the ""Galaxy"" company. This company is a subsidiary of Jack Candies Ltd, which is a Mars distribution subsidiary. The commercial production of Skittles began in 1974, and they were later introduced in North America in 1979. Domestic production in the United States started in 1982. Therefore, Skittles are ultimately produced by Mars, Inc., through its subsidiaries.",1.9850834730000315,2.4007816480002475,0,0,0.5714285714285714,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5730557078346131,0.17777777777777776,0.0,0.3774969969301953,0.9608114957809448,0.9666997790336609,0.9637466434574056
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,who invaded north africa during ww2,"Operation Torch (initially called Operation Gymnast) was the British – American invasion of French North Africa in World War II during the North African Campaign , started on 8 November 1942.","The provided context does not explicitly mention who invaded North Africa during World War II. However, based on historical knowledge outside the given context, North Africa was invaded by the Allied forces during World War II. The invasion, known as Operation Torch, began on November 8, 1942, and was led by the United States and the United Kingdom, with support from Free French forces. The goal of the invasion was to secure North Africa from Axis control and to open a second front in the Medite",2.0934181550001085,2.5092600809998657,0,0,0.125,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5658027718292488,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,when did qing dynasty begin,"The Qing Dynasty, also Empire of the Great Qing or Great Qing, was the last imperial dynasty of China , ruling from 1644 to 1912 with a brief, abortive restoration in 1917.","The Qing dynasty officially began in 1636 when the Later Jin dynasty, founded by the Manchu leader Nurhaci, was renamed ""Great Qing"" by his son Hong Taiji. This marked the establishment of the Qing dynasty as an empire.",1.5793125190002684,1.588431084000149,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6311655440077221,0.23188405797101447,0.0,0.3167640415881134,0.9641100764274597,0.9663850665092468,0.9652462309884533
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what county is coatesville indiana located in,"Coatesville is a town in Clay Township , Hendricks County , Indiana , United States .","The provided context does not mention Coatesville, Indiana, or any information about its location within a specific county. Therefore, based on the given context, it is not possible to determine which county Coatesville, Indiana, is located in.",1.6761043420001442,1.6850962710000204,0,0,1.0,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.49987500424252823,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,how many seasons were there of the wire,"The Wire premiered on June 2, 2002, and ended on March 9, 2008, comprising 60 episodes over five seasons.",There were five seasons of *The Wire*.,1.0612432779998926,1.0631241609999051,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5535038408195514,0.15384615384615385,0.0,0.1053370786516854,0.9727876782417297,0.9570348262786865,0.9648469581750297
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what type of land is savannah,"A savanna, or savannah, is a grassland ecosystem characterized by the trees being sufficiently widely spaced so that the canopy does not close.","Savannah is a type of land characterized by a mixed woodland-grassland ecosystem, where trees are spaced sufficiently apart that the canopy does not close, allowing enough light to reach the ground to support a continuous layer of grasses and other herbaceous plants. This open canopy distinguishes savannas from dense forests. Savannahs can be further categorized into different forms, such as savanna woodland, tree savanna, shrub savanna, and grass savanna, depending on the density and distributi",1.8892240440000023,3.3287837429998035,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6725308823414831,0.1733333333333333,0.05506266417974359,0.5947968009559113,0.9544317126274109,0.9814541339874268,0.9677543245691629
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what does uncle sam represent to the american people,"Uncle Sam (initials U.S.) is a common national personification of the American government that, according to legend, came into use during the War of 1812 and was supposedly named for Samuel Wilson .","Uncle Sam represents the United States government and the American people themselves. He is a national personification of the U.S., symbolizing patriotism, national identity, and civic duty. The image of Uncle Sam, often depicted as a stern figure with a white beard, wearing a red, white, and blue suit and hat, has been used historically to encourage citizens to support the country, especially during times of war and national emergencies. For example, during both World War I and World War II, Un",1.8060881700002938,3.231356538,0,0,0.05,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5455709998030407,0.16666666666666669,0.028891921932342832,0.40463466262478437,0.9525128602981567,0.9694744944572449,0.9609188337444597
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,what is the actresses name that played in walk that line?,"The film was nominated for five Academy Awards including Best Actor (Joaquin Phoenix), Best Actress (Reese Witherspoon, which she won), and Best Costume Design ( Arianne Phillips ).","The information provided does not mention the specific actress who played in ""Walk That Line."" Therefore, based on the given context, the name of the actress cannot be determined.",1.984166691000155,1.990239470999768,0,0,1.0,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.5281947280312906,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,where is humboldt ks,"Humboldt is a city situated along the Neosho River in the southwest part of Allen County , located in southeast Kansas , in the Central United States .","Humboldt is a city located in Allen County, Kansas, United States. It is situated along the Neosho River.",0.9604729870002302,0.9648803580003005,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.4970178082426069,0.46511627906976744,0.2881889633872004,0.6577932098765432,0.988548755645752,0.9823978543281555,0.9854637071655751
recursive_cs1000_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_detailed,who is the founder of twitter,"Twitter was created in March 2006 by Jack Dorsey and by July, the social networking site was launched.","The founder of Twitter is Jack Dorsey. He, along with Noah Glass, Biz Stone, and Evan Williams, created Twitter in March 2006. Dorsey was the one who introduced the idea of using an SMS service for communication and also published the first Twitter message on March 21, 2006, at 12:50 p.m. PST: ""just setting up my twttr.""",2.090339242999562,2.4011229919997277,0,0,0.8333333333333334,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.6526471506957235,0.21333333333333335,0.0,0.378310502283105,0.9605284333229065,0.9767856001853943,0.9685888049232796
